s,r,Reputation,Prediction,fdk_val,Response,value,trial,fdk_val_1b
sub-1407,4,Nice60,0,0,3,4,124,2
sub-1407,4,Mean60,1,0,2,3,125,2
sub-1407,4,Nice80,1,0,1,4,126,2
sub-1407,4,Mean80,0,0,2,2,127,2
sub-1407,4,Nice60,NA,1,2,4,128,1
sub-1413,1,Mean60,1,0,1,4,1,1
sub-1413,1,Nice80,0,1,4,4,2,1
sub-1413,1,Mean80,NA,0,1,4,3,1
sub-1413,1,Nice60,1,1,4,4,4,1
sub-1413,1,Mean60,1,0,2,4,5,1
sub-1413,1,Nice80,0,1,4,4,6,2
sub-1413,1,Mean80,1,0,2,4,7,1
sub-1413,1,Nice60,1,1,4,4,8,2
sub-1413,1,Mean60,0,1,4,4,9,1
sub-1413,1,Nice80,0,1,3,4,10,2
sub-1413,1,Mean80,1,0,2,4,11,1
sub-1413,1,Nice60,1,0,1,4,12,2
sub-1413,1,Mean60,0,0,2,4,13,2
sub-1413,1,Nice80,1,1,3,4,14,2
sub-1413,1,Mean80,1,0,1,4,15,1
sub-1413,1,Nice60,1,1,4,4,16,1
sub-1413,1,Mean60,1,0,1,4,17,1
sub-1413,1,Nice80,0,1,4,4,18,2
sub-1413,1,Mean80,0,1,4,4,19,1
sub-1413,1,Nice60,1,0,1,4,20,2
sub-1413,1,Mean60,1,1,3,4,21,1
sub-1413,1,Nice80,1,1,3,4,22,2
sub-1413,1,Mean80,1,0,2,4,23,2
sub-1413,1,Nice60,NA,1,3,4,24,1
sub-1413,1,Mean60,0,1,4,4,25,2
sub-1413,1,Nice80,1,0,2,4,26,2
sub-1413,1,Mean80,1,0,1,4,27,1
sub-1413,1,Nice60,1,1,4,4,28,2
sub-1413,1,Mean60,1,0,1,4,29,2
sub-1413,1,Nice80,1,1,4,4,30,1
sub-1413,1,Mean80,1,0,1,4,31,1
sub-1413,1,Nice60,0,0,2,4,32,2
sub-1413,2,Mean60,0,1,4,3,33,1
sub-1413,2,Nice80,1,1,4,4,34,2
sub-1413,2,Mean80,1,1,4,4,35,1
sub-1413,2,Nice60,1,1,4,4,36,1
sub-1413,2,Mean60,0,0,4,3,37,2
sub-1413,2,Nice80,1,1,3,4,38,2
sub-1413,2,Mean80,1,0,2,4,39,2
sub-1413,2,Nice60,1,0,1,4,40,2
sub-1413,2,Mean60,1,1,4,3,41,1
sub-1413,2,Nice80,1,0,1,4,42,2
sub-1413,2,Mean80,0,0,1,4,43,1
sub-1413,2,Nice60,1,0,2,4,44,1
sub-1413,2,Mean60,1,0,2,3,45,2
sub-1413,2,Nice80,1,1,4,4,46,1
sub-1413,2,Mean80,NA,0,2,4,47,1
sub-1413,2,Nice60,1,1,4,4,48,1
sub-1413,2,Mean60,1,0,1,3,49,1
sub-1413,2,Nice80,1,1,4,4,50,2
sub-1413,2,Mean80,1,0,1,4,51,1
sub-1413,2,Nice60,1,0,1,4,52,2
sub-1413,2,Mean60,1,1,3,3,53,1
sub-1413,2,Nice80,1,1,4,4,54,2
sub-1413,2,Mean80,0,0,1,4,55,1
sub-1413,2,Nice60,1,0,3,4,56,1
sub-1413,2,Mean60,0,1,4,3,57,2
sub-1413,2,Nice80,1,1,4,4,58,2
sub-1413,2,Mean80,1,0,2,4,59,1
sub-1413,2,Nice60,0,0,2,4,60,1
sub-1413,2,Mean60,1,0,1,3,61,2
sub-1413,2,Nice80,1,0,2,4,62,2
sub-1413,2,Mean80,1,1,3,4,63,1
sub-1413,2,Nice60,1,1,4,4,64,1
sub-1413,3,Mean60,1,0,2,4,65,1
sub-1413,3,Nice80,0,1,4,4,66,1
sub-1413,3,Mean80,1,0,2,4,67,2
sub-1413,3,Nice60,1,1,3,4,68,2
sub-1413,3,Mean60,1,0,2,4,69,1
sub-1413,3,Nice80,1,1,4,4,70,2
sub-1413,3,Mean80,1,0,1,4,71,1
sub-1413,3,Nice60,1,0,1,4,72,2
sub-1413,3,Mean60,0,0,1,4,73,1
sub-1413,3,Nice80,1,1,4,4,74,2
sub-1413,3,Mean80,1,0,1,4,75,1
sub-1413,3,Nice60,1,0,1,4,76,1
sub-1413,3,Mean60,1,1,4,4,77,1
sub-1413,3,Nice80,0,1,3,4,78,2
sub-1413,3,Mean80,1,0,1,4,79,1
sub-1413,3,Nice60,1,1,4,4,80,1
sub-1413,3,Mean60,1,1,3,4,81,2
sub-1413,3,Nice80,1,0,1,4,82,2
sub-1413,3,Mean80,NA,1,4,4,83,1
sub-1413,3,Nice60,1,0,2,4,84,2
sub-1413,3,Mean60,1,0,2,4,85,2
sub-1413,3,Nice80,NA,1,4,4,86,1
sub-1413,3,Mean80,1,0,1,4,87,2
sub-1413,3,Nice60,0,1,4,4,88,1
sub-1413,3,Mean60,1,1,4,4,89,1
sub-1413,3,Nice80,1,1,4,4,90,2
sub-1413,3,Mean80,1,0,2,4,91,1
sub-1413,3,Nice60,1,0,1,4,92,2
sub-1413,3,Mean60,1,0,1,4,93,2
sub-1413,3,Nice80,1,1,4,4,94,2
sub-1413,3,Mean80,1,0,1,4,95,1
sub-1413,3,Nice60,1,1,4,4,96,1
sub-1413,4,Mean60,1,1,4,4,97,1
sub-1413,4,Nice80,1,1,4,4,98,2
sub-1413,4,Mean80,1,0,1,4,99,1
sub-1413,4,Nice60,1,1,1,4,100,2
sub-1413,4,Mean60,1,0,1,4,101,2
sub-1413,4,Nice80,1,1,4,4,102,2
sub-1413,4,Mean80,1,0,1,4,103,1
sub-1413,4,Nice60,1,0,4,4,104,2
sub-1413,4,Mean60,1,1,4,4,105,1
sub-1413,4,Nice80,0,1,4,4,106,2
sub-1413,4,Mean80,1,1,4,4,107,1
sub-1413,4,Nice60,1,1,4,4,108,1
sub-1413,4,Mean60,1,0,NA,4,109,2
sub-1413,4,Nice80,1,0,1,4,110,2
sub-1413,4,Mean80,1,0,1,4,111,2
sub-1413,4,Nice60,1,1,4,4,112,2
sub-1413,4,Mean60,1,0,1,4,113,1
sub-1413,4,Nice80,1,1,4,4,114,1
sub-1413,4,Mean80,0,0,1,4,115,1
sub-1413,4,Nice60,1,0,1,4,116,2
sub-1413,4,Mean60,1,1,4,4,117,1
sub-1413,4,Nice80,0,1,4,4,118,2
sub-1413,4,Mean80,1,0,1,4,119,1
sub-1413,4,Nice60,1,1,4,4,120,1
sub-1413,4,Mean60,1,1,2,4,121,2
sub-1413,4,Nice80,1,1,4,4,122,2
sub-1413,4,Mean80,1,1,4,4,123,1
sub-1413,4,Nice60,1,0,1,4,124,2
sub-1413,4,Mean60,1,0,2,4,125,2
sub-1413,4,Nice80,1,0,2,4,126,2
sub-1413,4,Mean80,0,0,1,4,127,2
sub-1413,4,Nice60,1,1,4,4,128,1
sub-1422,1,Mean60,1,0,3,3,1,1
sub-1422,1,Nice80,0,1,4,3,2,1
sub-1422,1,Mean80,1,0,3,3,3,1
sub-1422,1,Nice60,1,1,4,3,4,1
sub-1422,1,Mean60,1,0,3,3,5,1
sub-1422,1,Nice80,0,1,4,3,6,2
sub-1422,1,Mean80,1,0,2,3,7,1
sub-1422,1,Nice60,1,1,2,3,8,2
sub-1422,1,Mean60,1,1,4,3,9,1
sub-1422,1,Nice80,0,1,3,3,10,2
sub-1422,1,Mean80,1,0,2,3,11,1
sub-1422,1,Nice60,0,0,3,3,12,2
sub-1422,1,Mean60,0,0,1,3,13,2
sub-1422,1,Nice80,0,1,3,3,14,2
sub-1422,1,Mean80,1,0,3,3,15,1
sub-1422,1,Nice60,0,1,3,3,16,1
sub-1422,1,Mean60,1,0,2,3,17,1
sub-1422,1,Nice80,0,1,4,3,18,2
sub-1422,1,Mean80,0,1,4,3,19,1
sub-1422,1,Nice60,0,0,2,3,20,2
sub-1422,1,Mean60,0,1,3,3,21,1
sub-1422,1,Nice80,NA,1,3,3,22,2
sub-1422,1,Mean80,1,0,2,3,23,2
sub-1422,1,Nice60,1,1,3,3,24,1
sub-1422,1,Mean60,0,1,4,3,25,2
sub-1422,1,Nice80,0,0,3,3,26,2
sub-1422,1,Mean80,1,0,2,3,27,1
sub-1422,1,Nice60,0,1,4,3,28,2
sub-1422,1,Mean60,0,0,2,3,29,2
sub-1422,1,Nice80,0,1,3,3,30,1
sub-1422,1,Mean80,1,0,2,3,31,1
sub-1422,1,Nice60,1,0,2,3,32,2
sub-1422,2,Mean60,0,1,3,1,33,1
sub-1422,2,Nice80,1,1,4,2,34,2
sub-1422,2,Mean80,0,1,4,3,35,1
sub-1422,2,Nice60,0,1,3,3,36,1
sub-1422,2,Mean60,0,0,3,1,37,2
sub-1422,2,Nice80,1,1,3,2,38,2
sub-1422,2,Mean80,0,0,2,3,39,2
sub-1422,2,Nice60,1,0,2,3,40,2
sub-1422,2,Mean60,0,1,4,1,41,1
sub-1422,2,Nice80,1,0,2,2,42,2
sub-1422,2,Mean80,1,0,1,3,43,1
sub-1422,2,Nice60,1,0,2,3,44,1
sub-1422,2,Mean60,1,0,3,1,45,2
sub-1422,2,Nice80,0,1,4,2,46,1
sub-1422,2,Mean80,1,0,2,3,47,1
sub-1422,2,Nice60,1,1,3,3,48,1
sub-1422,2,Mean60,0,0,1,1,49,1
sub-1422,2,Nice80,1,1,3,2,50,2
sub-1422,2,Mean80,0,0,2,3,51,1
sub-1422,2,Nice60,0,0,1,3,52,2
sub-1422,2,Mean60,1,1,3,1,53,1
sub-1422,2,Nice80,NA,1,4,2,54,2
sub-1422,2,Mean80,0,0,2,3,55,1
sub-1422,2,Nice60,0,0,3,3,56,1
sub-1422,2,Mean60,1,1,3,1,57,2
sub-1422,2,Nice80,0,1,3,2,58,2
sub-1422,2,Mean80,0,0,2,3,59,1
sub-1422,2,Nice60,0,0,2,3,60,1
sub-1422,2,Mean60,0,0,3,1,61,2
sub-1422,2,Nice80,0,0,2,2,62,2
sub-1422,2,Mean80,0,1,1,3,63,1
sub-1422,2,Nice60,1,1,3,3,64,1
sub-1422,3,Mean60,0,0,2,3,65,1
sub-1422,3,Nice80,1,1,4,2,66,1
sub-1422,3,Mean80,0,0,2,3,67,2
sub-1422,3,Nice60,1,1,3,2,68,2
sub-1422,3,Mean60,0,0,2,3,69,1
sub-1422,3,Nice80,1,1,4,2,70,2
sub-1422,3,Mean80,0,0,3,3,71,1
sub-1422,3,Nice60,0,0,1,2,72,2
sub-1422,3,Mean60,1,0,2,3,73,1
sub-1422,3,Nice80,0,1,3,2,74,2
sub-1422,3,Mean80,0,0,2,3,75,1
sub-1422,3,Nice60,0,0,3,2,76,1
sub-1422,3,Mean60,0,1,3,3,77,1
sub-1422,3,Nice80,0,1,3,2,78,2
sub-1422,3,Mean80,0,0,1,3,79,1
sub-1422,3,Nice60,1,1,4,2,80,1
sub-1422,3,Mean60,0,1,3,3,81,2
sub-1422,3,Nice80,0,0,3,2,82,2
sub-1422,3,Mean80,0,1,3,3,83,1
sub-1422,3,Nice60,0,0,2,2,84,2
sub-1422,3,Mean60,1,0,2,3,85,2
sub-1422,3,Nice80,1,1,2,2,86,1
sub-1422,3,Mean80,0,0,1,3,87,2
sub-1422,3,Nice60,0,1,4,2,88,1
sub-1422,3,Mean60,0,1,3,3,89,1
sub-1422,3,Nice80,0,1,4,2,90,2
sub-1422,3,Mean80,0,0,2,3,91,1
sub-1422,3,Nice60,0,0,3,2,92,2
sub-1422,3,Mean60,0,0,1,3,93,2
sub-1422,3,Nice80,1,1,3,2,94,2
sub-1422,3,Mean80,1,0,2,3,95,1
sub-1422,3,Nice60,1,1,4,2,96,1
sub-1422,4,Mean60,0,1,3,2,97,1
sub-1422,4,Nice80,0,1,3,2,98,2
sub-1422,4,Mean80,0,0,2,3,99,1
sub-1422,4,Nice60,NA,1,3,2,100,2
sub-1422,4,Mean60,0,0,3,2,101,2
sub-1422,4,Nice80,0,1,3,2,102,2
sub-1422,4,Mean80,0,0,2,3,103,1
sub-1422,4,Nice60,0,0,2,2,104,2
sub-1422,4,Mean60,1,1,4,2,105,1
sub-1422,4,Nice80,0,1,3,2,106,2
sub-1422,4,Mean80,1,1,4,3,107,1
sub-1422,4,Nice60,0,1,4,2,108,1
sub-1422,4,Mean60,0,0,1,2,109,2
sub-1422,4,Nice80,0,0,1,2,110,2
sub-1422,4,Mean80,0,0,2,3,111,2
sub-1422,4,Nice60,1,1,2,2,112,2
sub-1422,4,Mean60,0,0,1,2,113,1
sub-1422,4,Nice80,1,1,4,2,114,1
sub-1422,4,Mean80,1,0,2,3,115,1
sub-1422,4,Nice60,0,0,3,2,116,2
sub-1422,4,Mean60,0,1,3,2,117,1
sub-1422,4,Nice80,1,1,3,2,118,2
sub-1422,4,Mean80,0,0,2,3,119,1
sub-1422,4,Nice60,0,1,3,2,120,1
sub-1422,4,Mean60,1,1,4,2,121,2
sub-1422,4,Nice80,1,1,3,2,122,2
sub-1422,4,Mean80,0,1,3,3,123,1
sub-1422,4,Nice60,0,0,2,2,124,2
sub-1422,4,Mean60,0,0,2,2,125,2
sub-1422,4,Nice80,1,0,1,2,126,2
sub-1422,4,Mean80,1,0,2,3,127,2
sub-1422,4,Nice60,0,1,3,2,128,1
sub-1424,1,Mean60,NA,0,2,2,1,1
sub-1424,1,Nice80,1,1,4,2,2,1
sub-1424,1,Mean80,0,0,1,2,3,1
sub-1424,1,Nice60,NA,1,4,2,4,1
sub-1424,1,Mean60,NA,0,NA,2,5,1
sub-1424,1,Nice80,0,1,2,2,6,2
sub-1424,1,Mean80,1,0,2,2,7,1
sub-1424,1,Nice60,1,1,3,2,8,2
sub-1424,1,Mean60,0,1,3,2,9,1
sub-1424,1,Nice80,1,1,3,2,10,2
sub-1424,1,Mean80,0,0,2,2,11,1
sub-1424,1,Nice60,NA,0,1,2,12,2
sub-1424,1,Mean60,0,0,2,2,13,2
sub-1424,1,Nice80,1,1,3,2,14,2
sub-1424,1,Mean80,0,0,2,2,15,1
sub-1424,1,Nice60,NA,1,3,2,16,1
sub-1424,1,Mean60,1,0,2,2,17,1
sub-1424,1,Nice80,0,1,4,2,18,2
sub-1424,1,Mean80,1,1,4,2,19,1
sub-1424,1,Nice60,0,0,2,2,20,2
sub-1424,1,Mean60,1,1,3,2,21,1
sub-1424,1,Nice80,0,1,3,2,22,2
sub-1424,1,Mean80,0,0,2,2,23,2
sub-1424,1,Nice60,NA,1,NA,2,24,1
sub-1424,1,Mean60,1,1,2,2,25,2
sub-1424,1,Nice80,1,0,2,2,26,2
sub-1424,1,Mean80,1,0,1,2,27,1
sub-1424,1,Nice60,0,1,NA,2,28,2
sub-1424,1,Mean60,1,0,1,2,29,2
sub-1424,1,Nice80,0,1,2,2,30,1
sub-1424,1,Mean80,0,0,2,2,31,1
sub-1424,1,Nice60,1,0,2,2,32,2
sub-1424,2,Mean60,0,1,3,2,33,1
sub-1424,2,Nice80,1,1,4,3,34,2
sub-1424,2,Mean80,0,1,1,2,35,1
sub-1424,2,Nice60,0,1,4,3,36,1
sub-1424,2,Mean60,1,0,NA,2,37,2
sub-1424,2,Nice80,1,1,2,3,38,2
sub-1424,2,Mean80,NA,0,2,2,39,2
sub-1424,2,Nice60,1,0,1,3,40,2
sub-1424,2,Mean60,0,1,3,2,41,1
sub-1424,2,Nice80,0,0,1,3,42,2
sub-1424,2,Mean80,1,0,2,2,43,1
sub-1424,2,Nice60,0,0,2,3,44,1
sub-1424,2,Mean60,0,0,2,2,45,2
sub-1424,2,Nice80,1,1,4,3,46,1
sub-1424,2,Mean80,1,0,2,2,47,1
sub-1424,2,Nice60,0,1,NA,3,48,1
sub-1424,2,Mean60,1,0,2,2,49,1
sub-1424,2,Nice80,0,1,3,3,50,2
sub-1424,2,Mean80,0,0,2,2,51,1
sub-1424,2,Nice60,0,0,2,3,52,2
sub-1424,2,Mean60,1,1,3,2,53,1
sub-1424,2,Nice80,0,1,4,3,54,2
sub-1424,2,Mean80,1,0,1,2,55,1
sub-1424,2,Nice60,0,0,3,3,56,1
sub-1424,2,Mean60,0,1,4,2,57,2
sub-1424,2,Nice80,1,1,4,3,58,2
sub-1424,2,Mean80,1,0,2,2,59,1
sub-1424,2,Nice60,0,0,1,3,60,1
sub-1424,2,Mean60,NA,0,1,2,61,2
sub-1424,2,Nice80,1,0,1,3,62,2
sub-1424,2,Mean80,1,1,NA,2,63,1
sub-1424,2,Nice60,1,1,3,3,64,1
sub-1424,3,Mean60,0,0,2,2,65,1
sub-1424,3,Nice80,0,1,3,1,66,1
sub-1424,3,Mean80,1,0,3,1,67,2
sub-1424,3,Nice60,1,1,4,1,68,2
sub-1424,3,Mean60,1,0,NA,2,69,1
sub-1424,3,Nice80,0,1,4,1,70,2
sub-1424,3,Mean80,1,0,NA,1,71,1
sub-1424,3,Nice60,1,0,1,1,72,2
sub-1424,3,Mean60,1,0,1,2,73,1
sub-1424,3,Nice80,0,1,3,1,74,2
sub-1424,3,Mean80,1,0,2,1,75,1
sub-1424,3,Nice60,1,0,2,1,76,1
sub-1424,3,Mean60,1,1,2,2,77,1
sub-1424,3,Nice80,1,1,3,1,78,2
sub-1424,3,Mean80,1,0,1,1,79,1
sub-1424,3,Nice60,1,1,4,1,80,1
sub-1424,3,Mean60,0,1,3,2,81,2
sub-1424,3,Nice80,1,0,1,1,82,2
sub-1424,3,Mean80,0,1,3,1,83,1
sub-1424,3,Nice60,0,0,3,1,84,2
sub-1424,3,Mean60,NA,0,1,2,85,2
sub-1424,3,Nice80,0,1,3,1,86,1
sub-1424,3,Mean80,1,0,2,1,87,2
sub-1424,3,Nice60,1,1,4,1,88,1
sub-1424,3,Mean60,NA,1,4,2,89,1
sub-1424,3,Nice80,1,1,3,1,90,2
sub-1424,3,Mean80,0,0,3,1,91,1
sub-1424,3,Nice60,1,0,2,1,92,2
sub-1424,3,Mean60,1,0,1,2,93,2
sub-1424,3,Nice80,1,1,4,1,94,2
sub-1424,3,Mean80,1,0,2,1,95,1
sub-1424,3,Nice60,1,1,4,1,96,1
sub-1424,4,Mean60,0,1,3,2,97,1
sub-1424,4,Nice80,1,1,4,2,98,2
sub-1424,4,Mean80,1,0,1,2,99,1
sub-1424,4,Nice60,0,1,4,2,100,2
sub-1424,4,Mean60,1,0,1,2,101,2
sub-1424,4,Nice80,1,1,NA,2,102,2
sub-1424,4,Mean80,0,0,2,2,103,1
sub-1424,4,Nice60,NA,0,2,2,104,2
sub-1424,4,Mean60,1,1,4,2,105,1
sub-1424,4,Nice80,1,1,3,2,106,2
sub-1424,4,Mean80,1,1,3,2,107,1
sub-1424,4,Nice60,1,1,2,2,108,1
sub-1424,4,Mean60,1,0,2,2,109,2
sub-1424,4,Nice80,1,0,2,2,110,2
sub-1424,4,Mean80,1,0,1,2,111,2
sub-1424,4,Nice60,0,1,4,2,112,2
sub-1424,4,Mean60,1,0,1,2,113,1
sub-1424,4,Nice80,1,1,4,2,114,1
sub-1424,4,Mean80,1,0,1,2,115,1
sub-1424,4,Nice60,1,0,1,2,116,2
sub-1424,4,Mean60,0,1,2,2,117,1
sub-1424,4,Nice80,NA,1,2,2,118,2
sub-1424,4,Mean80,1,0,1,2,119,1
sub-1424,4,Nice60,1,1,2,2,120,1
sub-1424,4,Mean60,1,1,4,2,121,2
sub-1424,4,Nice80,0,1,NA,2,122,2
sub-1424,4,Mean80,1,1,3,2,123,1
sub-1424,4,Nice60,1,0,2,2,124,2
sub-1424,4,Mean60,1,0,2,2,125,2
sub-1424,4,Nice80,0,0,NA,2,126,2
sub-1424,4,Mean80,1,0,1,2,127,2
sub-1424,4,Nice60,1,1,NA,2,128,1
sub-1441,1,Mean60,1,0,1,3,1,1
sub-1441,1,Nice80,1,1,4,3,2,1
sub-1441,1,Mean80,1,0,2,3,3,1
sub-1441,1,Nice60,1,1,4,3,4,1
sub-1441,1,Mean60,0,0,NA,3,5,1
sub-1441,1,Nice80,1,1,4,3,6,2
sub-1441,1,Mean80,0,0,2,3,7,1
sub-1441,1,Nice60,1,1,4,3,8,2
sub-1441,1,Mean60,0,1,3,3,9,1
sub-1441,1,Nice80,1,1,3,3,10,2
sub-1441,1,Mean80,1,0,3,3,11,1
sub-1441,1,Nice60,1,0,1,3,12,2
sub-1441,1,Mean60,1,0,2,3,13,2
sub-1441,1,Nice80,1,1,3,3,14,2
sub-1441,1,Mean80,1,0,2,3,15,1
sub-1441,1,Nice60,0,1,3,3,16,1
sub-1441,1,Mean60,0,0,1,3,17,1
sub-1441,1,Nice80,1,1,4,3,18,2
sub-1441,1,Mean80,0,1,4,3,19,1
sub-1441,1,Nice60,1,0,2,3,20,2
sub-1441,1,Mean60,0,1,3,3,21,1
sub-1441,1,Nice80,1,1,4,3,22,2
sub-1441,1,Mean80,1,0,2,3,23,2
sub-1441,1,Nice60,1,1,3,3,24,1
sub-1441,1,Mean60,0,1,4,3,25,2
sub-1441,1,Nice80,1,0,2,3,26,2
sub-1441,1,Mean80,1,0,1,3,27,1
sub-1441,1,Nice60,1,1,4,3,28,2
sub-1441,1,Mean60,0,0,1,3,29,2
sub-1441,1,Nice80,1,1,3,3,30,1
sub-1441,1,Mean80,0,0,1,3,31,1
sub-1441,1,Nice60,1,0,2,3,32,2
sub-1441,2,Mean60,0,1,3,2,33,1
sub-1441,2,Nice80,1,1,4,3,34,2
sub-1441,2,Mean80,0,1,4,2,35,1
sub-1441,2,Nice60,1,1,4,2,36,1
sub-1441,2,Mean60,0,0,3,2,37,2
sub-1441,2,Nice80,1,1,3,3,38,2
sub-1441,2,Mean80,1,0,2,2,39,2
sub-1441,2,Nice60,1,0,1,2,40,2
sub-1441,2,Mean60,1,1,4,2,41,1
sub-1441,2,Nice80,1,0,2,3,42,2
sub-1441,2,Mean80,1,0,1,2,43,1
sub-1441,2,Nice60,0,0,2,2,44,1
sub-1441,2,Mean60,1,0,2,2,45,2
sub-1441,2,Nice80,1,1,4,3,46,1
sub-1441,2,Mean80,0,0,2,2,47,1
sub-1441,2,Nice60,0,1,4,2,48,1
sub-1441,2,Mean60,1,0,1,2,49,1
sub-1441,2,Nice80,1,1,3,3,50,2
sub-1441,2,Mean80,1,0,2,2,51,1
sub-1441,2,Nice60,0,0,2,2,52,2
sub-1441,2,Mean60,0,1,3,2,53,1
sub-1441,2,Nice80,1,1,4,3,54,2
sub-1441,2,Mean80,0,0,1,2,55,1
sub-1441,2,Nice60,1,0,3,2,56,1
sub-1441,2,Mean60,0,1,3,2,57,2
sub-1441,2,Nice80,1,1,3,3,58,2
sub-1441,2,Mean80,1,0,1,2,59,1
sub-1441,2,Nice60,1,0,2,2,60,1
sub-1441,2,Mean60,0,0,2,2,61,2
sub-1441,2,Nice80,1,0,2,3,62,2
sub-1441,2,Mean80,1,1,3,2,63,1
sub-1441,2,Nice60,0,1,4,2,64,1
sub-1441,3,Mean60,1,0,2,2,65,1
sub-1441,3,Nice80,1,1,4,3,66,1
sub-1441,3,Mean80,1,0,1,3,67,2
sub-1441,3,Nice60,1,1,3,3,68,2
sub-1441,3,Mean60,0,0,1,2,69,1
sub-1441,3,Nice80,1,1,2,3,70,2
sub-1441,3,Mean80,0,0,2,3,71,1
sub-1441,3,Nice60,0,0,1,3,72,2
sub-1441,3,Mean60,0,0,1,2,73,1
sub-1441,3,Nice80,1,1,3,3,74,2
sub-1441,3,Mean80,1,0,1,3,75,1
sub-1441,3,Nice60,1,0,1,3,76,1
sub-1441,3,Mean60,0,1,3,2,77,1
sub-1441,3,Nice80,1,1,3,3,78,2
sub-1441,3,Mean80,0,0,2,3,79,1
sub-1441,3,Nice60,1,1,3,3,80,1
sub-1441,3,Mean60,0,1,3,2,81,2
sub-1441,3,Nice80,1,0,2,3,82,2
sub-1441,3,Mean80,0,1,3,3,83,1
sub-1441,3,Nice60,NA,0,2,3,84,2
sub-1441,3,Mean60,0,0,2,2,85,2
sub-1441,3,Nice80,1,1,4,3,86,1
sub-1441,3,Mean80,0,0,1,3,87,2
sub-1441,3,Nice60,0,1,4,3,88,1
sub-1441,3,Mean60,1,1,3,2,89,1
sub-1441,3,Nice80,1,1,4,3,90,2
sub-1441,3,Mean80,0,0,2,3,91,1
sub-1441,3,Nice60,1,0,2,3,92,2
sub-1441,3,Mean60,0,0,1,2,93,2
sub-1441,3,Nice80,1,1,3,3,94,2
sub-1441,3,Mean80,0,0,2,3,95,1
sub-1441,3,Nice60,1,1,3,3,96,1
sub-1441,4,Mean60,0,1,3,2,97,1
sub-1441,4,Nice80,1,1,4,3,98,2
sub-1441,4,Mean80,0,0,1,2,99,1
sub-1441,4,Nice60,1,1,4,3,100,2
sub-1441,4,Mean60,0,0,1,2,101,2
sub-1441,4,Nice80,1,1,3,3,102,2
sub-1441,4,Mean80,0,0,1,2,103,1
sub-1441,4,Nice60,1,0,1,3,104,2
sub-1441,4,Mean60,0,1,4,2,105,1
sub-1441,4,Nice80,1,1,3,3,106,2
sub-1441,4,Mean80,0,1,4,2,107,1
sub-1441,4,Nice60,0,1,4,3,108,1
sub-1441,4,Mean60,0,0,2,2,109,2
sub-1441,4,Nice80,1,0,1,3,110,2
sub-1441,4,Mean80,NA,0,2,2,111,2
sub-1441,4,Nice60,0,1,4,3,112,2
sub-1441,4,Mean60,0,0,2,2,113,1
sub-1441,4,Nice80,1,1,4,3,114,1
sub-1441,4,Mean80,0,0,1,2,115,1
sub-1441,4,Nice60,1,0,2,3,116,2
sub-1441,4,Mean60,0,1,3,2,117,1
sub-1441,4,Nice80,1,1,4,3,118,2
sub-1441,4,Mean80,0,0,2,2,119,1
sub-1441,4,Nice60,0,1,3,3,120,1
sub-1441,4,Mean60,0,1,4,2,121,2
sub-1441,4,Nice80,1,1,4,3,122,2
sub-1441,4,Mean80,0,1,3,2,123,1
sub-1441,4,Nice60,1,0,1,3,124,2
sub-1441,4,Mean60,1,0,2,2,125,2
sub-1441,4,Nice80,1,0,2,3,126,2
sub-1441,4,Mean80,1,0,2,2,127,2
sub-1441,4,Nice60,1,1,3,3,128,1
sub-1449,1,Mean60,0,0,2,2,1,1
sub-1449,1,Nice80,1,1,4,2,2,1
sub-1449,1,Mean80,1,0,1,1,3,1
sub-1449,1,Nice60,1,1,4,2,4,1
sub-1449,1,Mean60,0,0,3,2,5,1
sub-1449,1,Nice80,1,1,4,2,6,2
sub-1449,1,Mean80,0,0,2,1,7,1
sub-1449,1,Nice60,0,1,4,2,8,2
sub-1449,1,Mean60,1,1,4,2,9,1
sub-1449,1,Nice80,0,1,2,2,10,2
sub-1449,1,Mean80,1,0,2,1,11,1
sub-1449,1,Nice60,0,0,2,2,12,2
sub-1449,1,Mean60,1,0,1,2,13,2
sub-1449,1,Nice80,1,1,3,2,14,2
sub-1449,1,Mean80,1,0,1,1,15,1
sub-1449,1,Nice60,0,1,4,2,16,1
sub-1449,1,Mean60,0,0,1,2,17,1
sub-1449,1,Nice80,1,1,3,2,18,2
sub-1449,1,Mean80,0,1,4,1,19,1
sub-1449,1,Nice60,0,0,2,2,20,2
sub-1449,1,Mean60,1,1,3,2,21,1
sub-1449,1,Nice80,1,1,3,2,22,2
sub-1449,1,Mean80,1,0,2,1,23,2
sub-1449,1,Nice60,1,1,2,2,24,1
sub-1449,1,Mean60,0,1,4,2,25,2
sub-1449,1,Nice80,1,0,3,2,26,2
sub-1449,1,Mean80,0,0,1,1,27,1
sub-1449,1,Nice60,1,1,4,2,28,2
sub-1449,1,Mean60,1,0,1,2,29,2
sub-1449,1,Nice80,1,1,4,2,30,1
sub-1449,1,Mean80,0,0,2,1,31,1
sub-1449,1,Nice60,1,0,2,2,32,2
sub-1449,2,Mean60,1,1,3,1,33,1
sub-1449,2,Nice80,1,1,3,2,34,2
sub-1449,2,Mean80,0,1,4,1,35,1
sub-1449,2,Nice60,1,1,4,4,36,1
sub-1449,2,Mean60,0,0,3,1,37,2
sub-1449,2,Nice80,1,1,3,2,38,2
sub-1449,2,Mean80,0,0,2,1,39,2
sub-1449,2,Nice60,1,0,2,4,40,2
